OBJECTID,ANCHORNAME,ADDRESS,BLDGNBR,PREDIR,STREETNAME,STREETTYPE,SUFFDIR,CITY,STATECODE,ZIP5,ZIP4,LATITUDE,LONGITUDE,CAICAT,BBSERVICE,PublicWifi,URL,TRANSTECH,FULLFIPSID,CAIID,SubScrbDow,SubSrbUP,confidence
9059,Dianne W Beresford Md,"303 Belmont Avenue,Belleville NJ 07109, Belleville, New Jersey 07109",303,,Belmont Avenue,,,Belleville,NJ,7109,,40.783379,-74.177559,3,U,U,,0,3.4013E+14,,,,0
9067,Diligent Medical Care Pc,"3807 Bergenline Avenue,Union City NJ 07087, Union City, New Jersey 07087",3807,,Bergenline Avenue,,,Union City,NJ,7087,,40.77545,-74.026652,3,U,U,,0,3.4017E+14,,,,0
9083,Dominic J Maiello Md,"10 Huron Ave, Ste 1-L,Jersey City NJ 07306, Jersey City, New Jersey 07306",10,,"Huron Ave, Ste 1",,,Jersey City,NJ,7306,,40.736343,-74.06209,3,U,U,,0,3.4017E+14,,,,0
9085,Donald N Cotler Md,"171 Millburn Ave,Millburn NJ 07041, Millburn, New Jersey 07041",171,,Millburn Ave,,,Millburn,NJ,7041,,40.72192,-74.293503,3,U,U,,0,3.4013E+14,,,,0
9086,Donald P Peyser Md Pa - The Common,"225 Millburn Avenue Suite 104a,Millburn NJ 07041-1712, Millburn, New Jersey 07041",225,,Millburn Avenue,,,Millburn,NJ,7041,,40.723467,-74.29922,3,U,U,,0,3.4013E+14,,,,0
9093,Douglas A Taylor Md Pc,"60 Evergreen Place, Ste 302,East Orange NJ 07018, East Orange, New Jersey 07018",60,,Evergreen Place,,,East Orange,NJ,7018,,40.763699,-74.22081,3,U,U,,0,3.4013E+14,,,,0
9104,Dr Dawn Cardwell Md - Guiding Hands Pediatrics Inc,"179 Irvington Avenue,South Orange NJ 07079-2112, South Orange, New Jersey 07079",179,,Irvington Avenue,,,South Orange,NJ,7079,,40.74337,-74.25547,3,U,U,,0,3.4013E+14,,,,0
9118,Dr John V Kelly Md Pc - Empire Medical Associates,"382 West Passaic Ave,Bloomfield NJ 07003-5523, Bloomfield, New Jersey 07003",382,,West Passaic Ave,,,Bloomfield,NJ,7003,,40.8368,-74.163948,3,U,U,,0,3.4013E+14,,,,0
9125,Dr Mary Ibrahim,"130 Bentley Avenue,Jersey City NJ 07304-1702, Jersey City, New Jersey 07304",130,,Bentley Avenue,,,Jersey City,NJ,7304,,40.722,-74.079239,3,U,U,,0,3.4017E+14,,,,0
9132,Dr Okafor's Office,"484 Main Street,East Orange NJ 07018, East Orange, New Jersey 07018",484,,Main Street,,,East Orange,NJ,7018,,40.765181,-74.216047,3,U,U,,0,3.4013E+14,,,,0
9139,Dr Ruby J Sampson Llc,"106 Valley Street,South Orange NJ 07079, South Orange, New Jersey 07079",106,,Valley Street,,,South Orange,NJ,7079,,40.74408,-74.26014,3,U,U,,0,3.4013E+14,,,,0
9142,Dr Sucheta Nasta,"90 Washington St, Suite 311,East Orange NJ 07017-1050, East Orange, New Jersey 07017",90,,Washington St,,,East Orange,NJ,7017,,40.772678,-74.220009,3,U,U,,0,3.4013E+14,,,,0
9149,Drs Richard Solomon Md,"2130 Millburn Ave Suite B-12,Maplewood NJ 07040-3723, Maplewood, New Jersey 07040",2130,,Millburn Ave,,,Maplewood,NJ,7040,,40.72172,-74.28137,3,U,U,,0,3.4013E+14,,,,0
9157,E & M PHARMACY,"325 Henry St Orange, NJ 07050-2514 United States, Orange, New Jersey 07050",325,,Henry St Orange,,,Orange,NJ,7050,,40.76841,-74.233978,3,U,U,,0,3.4013E+14,,,,0
9159,E Martin Maida Md Pa,"209 South Livingston Avenue #7, Livingston, NJ 07039, USA, Livingston, NJ 07039",209,,"South Livingston Avenue #7, Livingston",,,Livingston,NJ,7039,,40.7888559,-74.313393,3,U,U,,0,3.4013E+14,,,,0
9166,EAST ORANGE DIALYSIS,"20 Prospect Terrace, East Orange, NJ 07017, USA, East Orange, NJ 07017",20,,"Prospect Terrace, East Orange",,,East Orange,NJ,7017,,40.7684799,-74.2134424,3,U,U,,0,3.4013E+14,,,,0
9167,EAST ORANGE GEN HOSP HYPERBARIC WOUND CARE CENTER,"310 Central Avenue, East Orange, NJ 07018, USA, East Orange, NJ 07018",310,,"Central Avenue, East Orange",,,East Orange,NJ,7018,,40.755282,-74.214473,3,U,U,,0,3.4013E+14,,,,0
9168,EAST ORANGE GENERAL HOSP,"240 Central Avenue, East Orange, NJ 07018, USA, East Orange, NJ 07018",240,,"Central Avenue, East Orange",,,East Orange,NJ,7018,,40.7535124,-74.2119377,3,U,U,,0,3.4013E+14,,,,0
9169,EAST ORANGE GENERAL HOSPITAL,"300 Central Avenue, East Orange, NJ 07018, USA, East Orange, NJ 07018",300,,"Central Avenue, East Orange",,,East Orange,NJ,7018,,40.754531,-74.213524,3,U,U,,0,3.4013E+14,,,,0
9170,EAST ORANGE GENERAL HOSPITAL FAMILY HEALTH CENTER,"240 Central Avenue, East Orange, NJ 07018, USA, East Orange, NJ 07018",240,,"Central Avenue, East Orange",,,East Orange,NJ,7018,,40.7535124,-74.2119377,3,U,U,,0,3.4013E+14,,,,0
9171,EAST ORANGE GENERAL HOSPITAL LABORATORY,"310 Central Avenue, East Orange, NJ 07018, USA, East Orange, NJ 07018",310,,"Central Avenue, East Orange",,,East Orange,NJ,7018,,40.755282,-74.214473,3,U,U,,0,3.4013E+14,,,,0
9172,EAST ORANGE GENERAL HOSPITAL-HEMODIALYSIS,"310 Central Avenue, East Orange, NJ 07018, USA, East Orange, NJ 07018",310,,"Central Avenue, East Orange",,,East Orange,NJ,7018,,40.755282,-74.214473,3,U,U,,0,3.4013E+14,,,,0
9173,EAST ORANGE PHARMACY,"310 Central Ave, Ste 109 East Orange, NJ 07018-2819 United States, East Orange, New Jersey 07018",310,,Central Ave,,,East Orange,NJ,7018,,40.75478,-74.214844,3,U,U,,0,3.4013E+14,,,,0
9184,EL SHADDAI PHARMACY & WELLNESS CNTR,"18 Bloomfield Ave Newark, NJ 07104-2502 United States, Newark, New Jersey 07104",18,,Bloomfield Ave Newark,,,Newark,NJ,7104,,40.753971,-74.171226,3,U,U,,0,3.4013E+14,,,,0
9190,ELTRA LLC,"101 Old Short Hills Road, West Orange, NJ 07052, USA, West Orange, NJ 07052",101,,Old Short Hills Road,,,West Orange,NJ,7052,,40.7619627,-74.3021842,3,U,U,,0,3.4013E+14,,,,0
9197,EMPIRE PHARMACY,"6601 Bergenline Ave West New York, NJ 07093-1703 United States, West New York, New Jersey 07093",6601,,Bergenline Ave West New York,,,West New York,NJ,7093,,40.793468,-74.012848,3,U,U,,0,3.4017E+14,,,,0
9213,ESSEX COUNTY HOSPITAL CENTER,"204 Grove Avenue, Cedar Grove, NJ 07009, USA, Cedar Grove, NJ 07009",204,,"Grove Avenue, Cedar Grove",,,Cedar Grove,NJ,7009,,40.851854,-74.234065,3,U,U,,0,3.4013E+14,,,,0
9214,"ESSEX ENDOSCOPY CENTER, L.L.C.","275 Chestnut Street, Newark, NJ 07105, USA, Newark, NJ 07105",275,,"Chestnut Street, Newark",,,Newark,NJ,7105,,40.7227524,-74.1640212,3,U,U,,0,3.4013E+14,,,,0
9215,ESSEX ONCOLOGY N. JERSEY,"36 Newark Ave Belleville, NJ 07109-1124 United States, Belleville, New Jersey 07109",36,,Newark Ave Belleville,,,Belleville,NJ,7109,,40.783995,-74.177826,3,U,U,,0,3.4013E+14,,,,0
9217,ESSEX SPECIALIZED SURGICAL INSTITUTE,"475 Prospect Avenue, West Orange, NJ 07052, USA, West Orange, NJ 07052",475,,"Prospect Avenue, West Orange",,,West Orange,NJ,7052,,40.7911515,-74.2548776,3,U,U,,0,3.4013E+14,,,,0
9218,"ESSEX SURGICAL ARTS SURGERY CENTER, LLC","727 Joralemon Street, Belleville, NJ 07109, USA, Belleville, NJ 07109",727,,"Joralemon Street, Belleville",,,Belleville,NJ,7109,,40.8044312,-74.1726641,3,U,U,,0,3.4013E+14,,,,0
9219,"ESSEX SURGICAL, LLC","776 Northfield Avenue, West Orange, NJ 07052, USA, West Orange, NJ 07052",776,,"Northfield Avenue, West Orange",,,West Orange,NJ,7052,,40.768262,-74.297751,3,U,U,,0,3.4013E+14,,,,0
9222,EXCEL PHARMACY,"612 Pavonia Ave Jersey City, NJ 07306-2908 United States, Jersey City, New Jersey 07306",612,,Pavonia Ave Jersey City,,,Jersey City,NJ,7306,,40.73275,-74.060822,3,U,U,,0,3.4017E+14,,,,0
9236,East Hudson Primary Care Pc,"433 57th Street,West New York NJ 07093, West New York, New Jersey 07093",433,,57th Street,,,West New York,NJ,7093,,40.78664,-74.016968,3,U,U,,0,3.4017E+14,,,,0
9237,East Orange General Hospital,"300 Central Avenue,East Orange NJ 07019, East Orange, New Jersey 07018",300,,Central Avenue,,,East Orange,NJ,7018,,40.75407,-74.213798,3,U,U,,0,3.4013E+14,,,,0
9238,East Orange General Hospital Family,"240 Central Avenue,East Orange NJ 07018, East Orange, New Jersey 07018",240,,Central Avenue,,,East Orange,NJ,7018,,40.75325,-74.211662,3,U,U,,0,3.4013E+14,,,,0
9239,East Orange General Hospital Lab,"310 Central Avenue,East Orange NJ 07018-2819, East Orange, New Jersey 07018",310,,Central Avenue,,,East Orange,NJ,7018,,40.75478,-74.214844,3,U,U,,0,3.4013E+14,,,,0
9240,East Orange Health Department,"143 New Street,East Orange NJ 07017, East Orange, New Jersey 07017",143,,New Street,,,East Orange,NJ,7017,,40.761873,-74.208913,3,U,U,,0,3.4013E+14,,,,0
9241,East Orange Medical Practice,"108 South Munn Avenue,East Orange NJ 07018, East Orange, New Jersey 07018",108,,South Munn Avenue,,,East Orange,NJ,7018,,40.752399,-74.213738,3,U,U,,0,3.4013E+14,,,,0
9265,Edward M Killilea Md,"111 Grand Place,Kearny NJ 07032-1846, Kearny, New Jersey 07032",111,,Grand Place,,,Kearny,NJ,7032,,40.78154,-74.1399,3,U,U,,0,3.4017E+14,,,,0
9275,Elaine Douglas Md,"160 Lincoln St,Montclair NJ 07042-4432, Montclair, New Jersey 07042",160,,Lincoln St,,,Montclair,NJ,7042,,40.803219,-74.217598,3,U,U,,0,3.4013E+14,,,,0
9280,Elias M Pascual Md,"1704 John F Kennedy Boulevard West, North Bergen, NJ 07047, USA, North Bergen, NJ 07047",1704,,"John F Kennedy Boulevard West, North Bergen",,,North Bergen,NJ,7047,,40.7659105,-74.0423584,3,U,U,,0,3.4017E+14,,,,0
9302,Eltra Llc,"101 Old Short Hills Road,West Orange NJ 07052, West Orange, New Jersey 07052",101,,Old Short Hills Road,,,West Orange,NJ,7052,,40.762379,-74.303078,3,U,U,,0,3.4013E+14,,,,0
9320,Emeritus at West Orange,"520 Prospect Ave West Orange, NJ 07052-3239 United States, West Orange, New Jersey 07052",520,,Prospect Ave West Orange,,,West Orange,NJ,7052,,40.787579,-74.256722,3,U,U,,0,3.4013E+14,,,,0
9328,Empire Medical Associates Pc,"264 Boyden Avenue,Maplewood NJ 07040, Maplewood, New Jersey 07040",264,,Boyden Avenue,,,Maplewood,NJ,7040,,40.72271,-74.25447,3,U,U,,0,3.4013E+14,,,,0
9329,Empire Medical Associates Pc,"50 Newark Avenue Suite 101,Belleville NJ 07109, Belleville, New Jersey 07109",50,,Newark Avenue,,,Belleville,NJ,7109,,40.784294,-74.178336,3,U,U,,0,3.4013E+14,,,,0
9335,Endocrine & Diabetes Center-V Lala Md,"193 Palisade Avenue,Jersey City NJ 07306, Jersey City, New Jersey 07306",193,,Palisade Avenue,,,Jersey City,NJ,7306,,40.735538,-74.049713,3,U,U,,0,3.4017E+14,,,,0
9336,Endocrine & Diabetes Pa,"200 South Orange Ave,Livingston NJ 07039, Livingston, New Jersey 07039",200,,South Orange Ave,,,Livingston,NJ,7039,,40.77333,-74.35414,3,U,U,,0,3.4013E+14,,,,0
9364,"Ent And Allergy Associates, Llp","79 Hudson Street, Suite 303,Hoboken NJ 07030, Hoboken, New Jersey 07030",79,,Hudson Street,,,Hoboken,NJ,7030,,40.7363,-74.0301,3,U,U,,0,3.4017E+14,,,,0
9379,Essex County Correctional Facility,"354 Doremus Avenue,Newark NJ 07105, Newark, New Jersey 07105",354,,Doremus Avenue,,,Newark,NJ,7105,,40.720852,-74.125633,3,U,U,,0,3.4013E+14,,,,0
9380,Essex County Hospital Center,"204 Grove Avenue,Cedar Grove NJ 07009, Cedar Grove, New Jersey 07009",204,,Grove Avenue,,,Cedar Grove,NJ,7009,,40.85165,-74.232559,3,U,U,,0,3.4013E+14,,,,0
9381,Essex County Infectious Disease Pc,"199 Broad Street 2a,Bloomfield NJ 07003, Bloomfield, New Jersey 07003",199,,Broad Street 2a,,,Bloomfield,NJ,7003,,40.800861,-74.196564,3,U,U,,0,3.4013E+14,,,,0
9382,Essex Endoscopy Center Of Nj Llc,"275 Chestnut Street 1st Floor,Newark NJ 07105, Newark, New Jersey 07105",275,,Chestnut Street 1st Floor,,,Newark,NJ,7105,,40.722824,-74.164174,3,U,U,,0,3.4013E+14,,,,0
9383,Essex Gastro Associates Pa,"275 Chestnut Street,Newark NJ 07105, Newark, New Jersey 07105",275,,Chestnut Street,,,Newark,NJ,7105,,40.722824,-74.164174,3,U,U,,0,3.4013E+14,,,,0
9384,Essex Gastroenterology Associates,"5 Franklin Avenue Suite 109,Belleville NJ 07109, Belleville, New Jersey 07109",5,,Franklin Avenue,,,Belleville,NJ,7109,,40.786713,-74.174838,3,U,U,,0,3.4013E+14,,,,0
9385,Essex Heart Group At Summit Medical Group,"62 South Fullerton Avenue,Montclair NJ 07042, Montclair, New Jersey 07042",62,,South Fullerton Avenue,,,Montclair,NJ,7042,,40.810706,-74.218512,3,U,U,,0,3.4013E+14,,,,0
9386,Essex Hudson Urology Pc,"256 Broad St,Bloomfield NJ 07003, Bloomfield, New Jersey 07003",256,,Broad St,,,Bloomfield,NJ,7003,,40.802818,-74.195458,3,U,U,,0,3.4013E+14,,,,0
9387,Essex Hudson Urology-Harrison,"213 Frank E Rodgers Boulevard South, Harrison, NJ 07029, USA, Harrison, NJ 07029",213,,"Frank E Rodgers Boulevard South, Harrison",,,Harrison,NJ,7029,,40.7441622,-74.1561321,3,U,U,,0,3.4017E+14,,,,0
9388,Essex Lab Llc,"393 Bloomfield Avenue,Montclair NJ 07042, Montclair, New Jersey 07042",393,,Bloomfield Avenue,,,Montclair,NJ,7042,,40.812574,-74.215862,3,U,U,,0,3.4013E+14,,,,0
9389,Essex Medical & Nephrology Associates,"206 Belleville Avenue Suite 202,Bloomfield NJ 07003, Bloomfield, New Jersey 07003",206,,Belleville Avenue,,,Bloomfield,NJ,7003,,40.799221,-74.188812,3,U,U,,0,3.4013E+14,,,,0
9390,Essex Medical Center,"22 Old Short Hills Road Suite 104,Livingston NJ 07039, Livingston, New Jersey 07039",22,,Old Short Hills Road,,,Livingston,NJ,7039,,40.769161,-74.299919,3,U,U,,0,3.4013E+14,,,,0
9391,Essex Morris Pediatrics,"203 Hillside Avenue,Livingston NJ 07039, Livingston, New Jersey 07039",203,,Hillside Avenue,,,Livingston,NJ,7039,,40.784962,-74.335732,3,U,U,,0,3.4013E+14,,,,0
9392,Essex Ob-Gyn Llc,"85 Park St, 1st Fl,Montclair NJ 07042, Montclair, New Jersey 07042",85,,Park St,,,Montclair,NJ,7042,,40.819561,-74.214867,3,U,U,,0,3.4013E+14,,,,0
9393,Essex Oncology Of North Jersey Pa,"36 Newark Avenue Suite 304,Belleville NJ 07109-4121, Belleville, New Jersey 07109",36,,Newark Avenue,,,Belleville,NJ,7109,,40.783995,-74.177826,3,U,U,,0,3.4013E+14,,,,0
9394,Essex Renal And Medical Group Llc,"707 S Orange Ave,South Orange NJ 07079-2698, South Orange, New Jersey 07079",707,,S Orange Ave,,,South Orange,NJ,7079,,40.745571,-74.237167,3,U,U,,0,3.4013E+14,,,,0
9395,Essex Specialized Surgical Institute,"475 Prospect Avenue,West Orange NJ 07052, West Orange, New Jersey 07052",475,,Prospect Avenue,,,West Orange,NJ,7052,,40.793374,-74.253899,3,U,U,,0,3.4013E+14,,,,0
9396,Essex Surgical Llc,"776 Northfield Avenue,West Orange NJ 07052, West Orange, New Jersey 07052",776,,Northfield Avenue,,,West Orange,NJ,7052,,40.769161,-74.297348,3,U,U,,0,3.4013E+14,,,,0
9397,Essex Testing Clinic Inc,"799 Bloomfield Avenue,Verona NJ 07044, Verona, New Jersey 07044",799,,Bloomfield Avenue,,,Verona,NJ,7044,,40.83429,-74.253227,3,U,U,,0,3.4013E+14,,,,0
9398,Essex Valley Visiting Nurses Assoc,"274 South Orange Avenue,Newark NJ 07103, Newark, New Jersey 07103",274,,South Orange Avenue,,,Newark,NJ,7103,,40.739182,-74.195396,3,U,U,,0,3.4013E+14,,,,0
9399,Essex Valley Vna Hospice,"274 South Orange Avenue,Newark NJ 07103, Newark, New Jersey 07103",274,,South Orange Avenue,,,Newark,NJ,7103,,40.739182,-74.195396,3,U,U,,0,3.4013E+14,,,,0
9400,Essex Women's Health Center Pa,"33 N Fullerton Ave,Montclair NJ 07042-3412, Montclair, New Jersey 07042",33,,N Fullerton Ave,,,Montclair,NJ,7042,,40.815262,-74.216598,3,U,U,,0,3.4013E+14,,,,0
9401,Essex-Hudson Urology,"243 Chestnut Street,Newark NJ 07105, Newark, New Jersey 07105",243,,Chestnut Street,,,Newark,NJ,7105,,40.723358,-74.165604,3,U,U,,0,3.4013E+14,,,,0
9404,Estella Terwes Md,"906 Summit Avenue Ground Floor,Jersey City NJ 07307, Jersey City, New Jersey 07307",906,,Summit Avenue Ground Floor,,,Jersey City,NJ,7307,,40.744939,-74.053159,3,U,U,,0,3.4017E+14,,,,0
9446,"FAMILY PHARMACY, INC","291 Central Ave Jersey City, NJ 07307-2910 United States, Jersey City, New Jersey 07307",291,,Central Ave Jersey City,,,Jersey City,NJ,7307,,40.74492,-74.050105,3,U,U,,0,3.4017E+14,,,,0
9451,FARMACIA LATINA,"216 48th St, #18 Union City, NJ 07087-6404 United States, Union City, New Jersey 07087",216,,48th St,,,Union City,NJ,7087,,40.78038,-74.019074,3,U,U,,0,3.4017E+14,,,,0
9454,FARMACIA UNION LLC,"406 37th St Union City, NJ 07087-4804 United States, Union City, New Jersey 07087",406,,37th St Union City,,,Union City,NJ,7087,,40.774269,-74.026421,3,U,U,,0,3.4017E+14,,,,0
9459,FEINSTEIN'S PHARMACY,"295 16th Ave Newark, NJ 07103-1104 United States, Newark, New Jersey 07103",295,,16th Ave Newark,,,Newark,NJ,7103,,40.737282,-74.209778,3,U,U,,0,3.4013E+14,,,,0
9462,FENNY PHARMACY,"135 Newark Ave Jersey City, NJ 07302-2811 United States, Jersey City, New Jersey 07302",135,,Newark Ave Jersey City,,,Jersey City,NJ,7302,,40.720322,-74.04361,3,U,U,,0,3.4017E+14,,,,0
9463,FERRARA DRUGS,"2533 John F Kennedy Blvd Jersey City, NJ 07304-2011 United States, Jersey City, New Jersey 07304",2533,,John F Kennedy Blvd Jersey City,,,Jersey City,NJ,7304,,40.723773,-74.074496,3,U,U,,0,3.4017E+14,,,,0
9464,FERRARA DRUGS,"2533 John F Kennedy Boulevard West, North Bergen, NJ 07047, USA, North Bergen, NJ 07047",2533,,"John F Kennedy Boulevard West, North Bergen",,,North Bergen,NJ,7047,,40.723821,-74.074893,3,U,U,,0,3.4017E+14,,,,0
9465,"FERRY PHARMACY INC,.","75 Ferry Street, Newark, NJ 07105, USA, Newark, NJ 07105",75,,"Ferry Street, Newark",,,Newark,NJ,7105,,40.7314724,-74.1620895,3,U,U,,0,3.4013E+14,,,,0
9476,FMC DIALYSIS SERVICES OF NORTH NEWARK,"155 Berkeley Avenue, Newark, NJ 07107, USA, Newark, NJ 07107",155,,"Berkeley Avenue, Newark",,,Newark,NJ,7107,,40.7705968,-74.1777975,3,U,U,,0,3.4013E+14,,,,0
9484,FOREST HILL PHARMACY,"324 Mount Prospect Avenue, Newark, NJ 07104, USA, Newark, NJ 07104",324,,"Mount Prospect Avenue, Newark",,,Newark,NJ,7104,,40.7626788,-74.1720265,3,U,U,,0,3.4013E+14,,,,0
9487,FOURTH AVENUE PHARMACY,"329 Roseville Ave Newark, NJ 07107-1721 United States, Newark, New Jersey 07107",329,,Roseville Ave Newark,,,Newark,NJ,7107,,40.762241,-74.187668,3,U,U,,0,3.4013E+14,,,,0
9492,FREEDOM PHARMACY,"953 Frelinghuysen Ave Newark, NJ 07114-2103 United States, Newark, New Jersey 07114",953,,Frelinghuysen Ave Newark,,,Newark,NJ,7114,,40.689468,-74.203201,3,U,U,,0,3.4013E+14,,,,0
9506,FRESENIUS MEDICAL CARE IRONBOUND,"248 South Street, Newark, NJ 07114, USA, Newark, NJ 07114",248,,"South Street, Newark",,,Newark,NJ,7114,,40.721126,-74.167227,3,U,U,,0,3.4013E+14,,,,0
9508,FRESENIUS MEDICAL CARE NORTH MONTCLAIR,"114 Valley Road, Montclair, NJ 07042, USA, Montclair, NJ 07042",114,,Valley Road,,,Montclair,NJ,7042,,40.821408,-74.220956,3,U,U,,0,3.4013E+14,,,,0
9512,FRESENIUS MEDICAL CARE UNION HILL,"508 31st Street, Union City, NJ 07087, USA, Union City, NJ 07087",508,,"31st Street, Union City",,,Union City,NJ,7087,,40.7720022,-74.0298711,3,U,U,,0,3.4017E+14,,,,0
9516,FRIENDLY PHARMACY,"360 Martin Luther King Junior Drive, Jersey City, NJ 07305, USA, Jersey City, NJ 07305",360,,"Martin Luther King Junior Drive, Jersey City",,,Jersey City,NJ,7305,,40.7109772,-74.0789134,3,U,U,,0,3.4017E+14,,,,0
9519,FRIENDSHIP PHARMACY INC,"212 Bloomfield Ave Newark, NJ 07104-1103 United States, Newark, New Jersey 07104",212,,Bloomfield Ave Newark,,,Newark,NJ,7104,,40.7612,-74.176987,3,U,U,,0,3.4013E+14,,,,0
9545,Family Medical Group Services Llc,"404 University Avenue,Newark NJ 07102, Newark, New Jersey 07102",404,,University Avenue,,,Newark,NJ,7102,,40.733872,-74.177803,3,U,U,,0,3.4013E+14,,,,0
9560,Family Practice Center,"452 Central Avenue,Jersey City NJ 07307, Jersey City, New Jersey 07307",452,,Central Avenue,,,Jersey City,NJ,7307,,40.750191,-74.046471,3,U,U,,0,3.4017E+14,,,,0
9582,Fiore J Devito Md,"733 Bloomfield Avenue, Glen Ridge, NJ 07028, USA, Glen Ridge, NJ 07028",733,,"Bloomfield Avenue, Glen Ridge",,,Glen Ridge,NJ,7028,,40.7982574,-74.2009574,3,U,U,,0,3.4013E+14,,,,0
9584,First Choice Women's Resource Centers,"180 Bloomfield Avenue,Montclair NJ 07042, Montclair, New Jersey 07042",180,,Bloomfield Avenue,,,Montclair,NJ,7042,,40.8088,-74.211693,3,U,U,,0,3.4013E+14,,,,0
9595,Firstcare Medical Group,"50 Pompton Avenue,Verona NJ 07044, Verona, New Jersey 07044",50,,Pompton Avenue,,,Verona,NJ,7044,,40.826881,-74.229843,3,U,U,,0,3.4013E+14,,,,0
9617,Forest Hill Family Health Inc,"465 Mt Prospect Ave,Newark NJ 07104-2907, Newark, New Jersey 07104",465,,Mt Prospect Ave,,,Newark,NJ,7104,,40.767663,-74.169542,3,U,U,,0,3.4013E+14,,,,0
9618,Forest Hill Health Care Center,"497 Mount Prospect Avenue,Newark NJ 07104, Newark, New Jersey 07104",497,,Mount Prospect Avenue,,,Newark,NJ,7104,,40.768815,-74.169134,3,U,U,,0,3.4013E+14,,,,0
9619,Forest Hill Healthcare Center,"497 Mount Prospect Ave Newark, NJ 07104-2903 United States, Newark, New Jersey 07104",497,,Mount Prospect Ave Newark,,,Newark,NJ,7104,,40.768815,-74.169134,3,U,U,,0,3.4013E+14,,,,0
9620,Forest Hill Medical Arts,"467 Mount Prospect Avenue,Newark NJ 07104, Newark, New Jersey 07104",467,,Mount Prospect Avenue,,,Newark,NJ,7104,,40.767769,-74.16951,3,U,U,,0,3.4013E+14,,,,0
9631,Francis T Molinari Md,"625 Joralemon Street,Belleville NJ 07109-1852, Belleville, New Jersey 07109",625,,Joralemon Street,,,Belleville,NJ,7109,,40.802761,-74.168541,3,U,U,,0,3.4013E+14,,,,0
9636,"Francisco D Gonzalez, Md Pa","420-38 Street,Union City NJ 07087, Union City, New Jersey 07087",420-38,,Street,,,Union City,NJ,7087,,40.77512,-74.026543,3,U,U,,0,3.4017E+14,,,,0
9637,Francisco O Cortina Md Pc,"322 38th Street,Union City NJ 07087, Union City, New Jersey 07087",322,,38th Street,,,Union City,NJ,7087,,40.774601,-74.025391,3,U,U,,0,3.4017E+14,,,,0
9651,Fred H Arkus Md,"3526 John F Kennedy Boulevard West, Union City, NJ 07087, USA, Union City, NJ 07087",3526,,"John F Kennedy Boulevard West, Union City",,,Union City,NJ,7087,,40.752214,-74.052386,3,U,U,,0,3.4017E+14,,,,0
9670,Fresenius Medical Care Ironbound,"248 South Street,Newark NJ 07114, Newark, New Jersey 07114",248,,South Street,,,Newark,NJ,7114,,40.720749,-74.167664,3,U,U,,0,3.4013E+14,,,,0
9673,Fresenius Medical Care North Jersey City,"29 Cottage Street,Jersey City NJ 07306, Jersey City, New Jersey 07306",29,,Cottage Street,,,Jersey City,NJ,7306,,40.734268,-74.060509,3,U,U,,0,3.4017E+14,,,,0
9674,Fresenius Medical Care North Montclair,"114 Valley Road,Montclair NJ 07042, Montclair, New Jersey 07042",114,,Valley Road,,,Montclair,NJ,7042,,40.82122,-74.22052,3,U,U,,0,3.4013E+14,,,,0
9676,Fresenius Medical Care Of Pine Brook,"155 Berkeley Avenue,Newark NJ 07107, Newark, New Jersey 07107",155,,Berkeley Avenue,,,Newark,NJ,7107,,40.770802,-74.178383,3,U,U,,0,3.4013E+14,,,,0
9679,Fresenius Medical Care Union Hill,"508 31st Street,Union City NJ 07087, Union City, New Jersey 07087",508,,31st Street,,,Union City,NJ,7087,,40.771725,-74.029793,3,U,U,,0,3.4017E+14,,,,0
9688,Fritz Reuter Altenheim,"3161 John F Kennedy Boulevard West, Union City, NJ 07087, USA, Union City, NJ 07087",3161,,"John F Kennedy Boulevard West, Union City",,,Union City,NJ,7087,,40.7751923,-74.0328534,3,U,U,,0,3.4017E+14,,,,0
9689,Fritz Reuter Altenheim,"3161 Kennedy Blvd North Bergen, NJ 07047-2303 United States, North Bergen, New Jersey 07047",3161,,Kennedy Blvd North Bergen,,,North Bergen,NJ,7047,,40.774442,-74.034098,3,U,U,,0,3.4017E+14,,,,0
9692,Full Recovery Wellness Center,"333 Route 46 West, Suite 205 B,Fairfield NJ 07004, Fairfield, New Jersey 07004",333,,Route 46 West,,,Fairfield,NJ,7004,,40.879895,-74.295366,3,U,U,,0,3.4013E+14,,,,0
9694,G & G PHARMACY,"575 Central Ave East Orange, NJ 07018-1934 United States, East Orange, New Jersey 07018",575,,Central Ave East Orange,,,East Orange,NJ,7018,,40.760849,-74.223679,3,U,U,,0,3.4013E+14,,,,0
9698,GALAXY PHARMACY,"7000 Boulevard E Guttenberg, NJ 07093 United States, Guttenberg, New Jersey 07093",7000,,Boulevard E Guttenberg,,,Guttenberg,NJ,7093,,40.79144,-74.00051,3,U,U,,0,3.4017E+14,,,,0
9709,"GARDEN STATE SURGERY CENTER, LLC","29 Park Street, Montclair, NJ 07042, USA, Montclair, NJ 07042",29,,"Park Street, Montclair",,,Montclair,NJ,7042,,40.815752,-74.217715,3,U,U,,0,3.4013E+14,,,,0
9712,GARFIELD SPECIALTY,"953 Garfield Ave Jersey City, NJ 07304-2733 United States, Jersey City, New Jersey 07304",953,,Garfield Ave Jersey City,,,Jersey City,NJ,7304,,40.711042,-74.069752,3,U,U,,0,3.4017E+14,,,,0
